MTU;Biomass;Fossil Brown coal/Lignite;Fossil Coal-derived gas;Fossil Gas;Fossil Hard coal;Fossil Oil;Fossil Oil shale;Fossil Peat;Geothermal;Hydro Pumped Storage;Hydro Pumped Storage.1;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Other renewable;Solar;Waste;Wind Offshore;Wind Onshore;start;end;start_datetime;start_unix_timestamp;end_datetime;end_unix_timestamp
10:45 - 11:00;4398.0;5544.0;;3285.0;1142.0;368.0;;;20.0;838.0;287.0;1894.0;50.0;;;163.0;64.0;18446.0;201.0;2968.0;11226.0;10:45;11:00;2024-04-15 10:45:00+02:00;1713170700.0;2024-04-15 11:00:00+02:00;1713171600.0
11:00 - 11:15;4386.0;5012.0;;2864.0;1127.0;368.0;;;20.0;1887.0;82.0;1899.0;138.0;;;150.0;64.0;19189.0;203.0;2965.0;12341.0;11:00;11:15;2024-04-15 11:00:00+02:00;1713171600.0;2024-04-15 11:15:00+02:00;1713172500.0
11:15 - 11:30;4382.0;4503.0;;2707.0;1114.0;368.0;;;20.0;920.0;283.0;1909.0;98.0;;;145.0;64.0;20012.0;203.0;3014.0;13008.0;11:15;11:30;2024-04-15 11:15:00+02:00;1713172500.0;2024-04-15 11:30:00+02:00;1713173400.0
11:30 - 11:45;4365.0;3918.0;;2621.0;1115.0;368.0;;;20.0;367.0;1350.0;1914.0;72.0;;;145.0;64.0;20697.0;201.0;3125.0;14375.0;11:30;11:45;2024-04-15 11:30:00+02:00;1713173400.0;2024-04-15 11:45:00+02:00;1713174300.0
11:45 - 12:00;4344.0;3713.0;;2636.0;1112.0;368.0;;;20.0;188.0;2464.0;1917.0;85.0;;;145.0;64.0;21331.0;201.0;3017.0;15086.0;11:45;12:00;2024-04-15 11:45:00+02:00;1713174300.0;2024-04-15 12:00:00+02:00;1713175200.0
12:00 - 12:15;4329.0;3538.0;;2484.0;1109.0;368.0;;;20.0;45.0;2061.0;1920.0;138.0;;;145.0;64.0;21968.0;203.0;3164.0;16152.0;12:00;12:15;2024-04-15 12:00:00+02:00;1713175200.0;2024-04-15 12:15:00+02:00;1713176100.0
12:15 - 12:30;4337.0;3418.0;;2441.0;1100.0;368.0;;;20.0;30.0;4024.0;1926.0;155.0;;;145.0;64.0;21881.0;204.0;3315.0;17312.0;12:15;12:30;2024-04-15 12:15:00+02:00;1713176100.0;2024-04-15 12:30:00+02:00;1713177000.0
12:30 - 12:45;4338.0;3336.0;;2473.0;1101.0;368.0;;;20.0;14.0;4926.0;1932.0;46.0;;;145.0;64.0;21929.0;204.0;3271.0;18373.0;12:30;12:45;2024-04-15 12:30:00+02:00;1713177000.0;2024-04-15 12:45:00+02:00;1713177900.0
12:45 - 13:00;4316.0;3331.0;;2438.0;1095.0;368.0;;;20.0;11.0;5240.0;1927.0;45.0;;;145.0;64.0;22002.0;200.0;3127.0;18834.0;12:45;13:00;2024-04-15 12:45:00+02:00;1713177900.0;2024-04-15 13:00:00+02:00;1713178800.0
13:00 - 13:15;4304.0;3366.0;;2392.0;1080.0;368.0;;;20.0;59.0;4395.0;1927.0;153.0;;;142.0;64.0;22330.0;202.0;3134.0;19760.0;13:00;13:15;2024-04-15 13:00:00+02:00;1713178800.0;2024-04-15 13:15:00+02:00;1713179700.0
13:15 - 13:30;4287.0;3349.0;;2447.0;1084.0;368.0;;;20.0;10.0;4924.0;1920.0;45.0;;;141.0;64.0;22286.0;202.0;3040.0;20761.0;13:15;13:30;2024-04-15 13:15:00+02:00;1713179700.0;2024-04-15 13:30:00+02:00;1713180600.0
13:30 - 13:45;4294.0;3370.0;;2431.0;1106.0;368.0;;;20.0;14.0;5830.0;1923.0;41.0;;;141.0;64.0;22528.0;204.0;2845.0;21415.0;13:30;13:45;2024-04-15 13:30:00+02:00;1713180600.0;2024-04-15 13:45:00+02:00;1713181500.0
13:45 - 14:00;4296.0;3369.0;;2413.0;1113.0;368.0;;;20.0;50.0;6254.0;1926.0;58.0;;;141.0;64.0;22795.0;206.0;2581.0;21642.0;13:45;14:00;2024-04-15 13:45:00+02:00;1713181500.0;2024-04-15 14:00:00+02:00;1713182400.0
14:00 - 14:15;4294.0;3342.0;;2438.0;1161.0;368.0;;;20.0;90.0;5812.0;1931.0;52.0;;;141.0;64.0;22799.0;205.0;2727.0;22898.0;14:00;14:15;2024-04-15 14:00:00+02:00;1713182400.0;2024-04-15 14:15:00+02:00;1713183300.0
14:15 - 14:30;4293.0;3320.0;;2462.0;1159.0;368.0;;;20.0;122.0;5858.0;1931.0;75.0;;;141.0;64.0;22614.0;206.0;2877.0;23504.0;14:15;14:30;2024-04-15 14:15:00+02:00;1713183300.0;2024-04-15 14:30:00+02:00;1713184200.0
14:30 - 14:45;4309.0;3341.0;;2490.0;1185.0;368.0;;;20.0;227.0;5587.0;1938.0;46.0;;;141.0;64.0;22094.0;205.0;3303.0;24253.0;14:30;14:45;2024-04-15 14:30:00+02:00;1713184200.0;2024-04-15 14:45:00+02:00;1713185100.0
14:45 - 15:00;4319.0;3314.0;;2555.0;1213.0;368.0;;;20.0;245.0;4862.0;1938.0;121.0;;;144.0;64.0;21109.0;201.0;3286.0;24105.0;14:45;15:00;2024-04-15 14:45:00+02:00;1713185100.0;2024-04-15 15:00:00+02:00;1713186000.0
15:00 - 15:15;4314.0;3312.0;;2727.0;1252.0;368.0;;;20.0;599.0;3597.0;1942.0;41.0;;;158.0;64.0;20434.0;201.0;3294.0;24450.0;15:00;15:15;2024-04-15 15:00:00+02:00;1713186000.0;2024-04-15 15:15:00+02:00;1713186900.0
15:15 - 15:30;4316.0;3295.0;;2724.0;1253.0;368.0;;;20.0;516.0;4095.0;1954.0;113.0;;;160.0;64.0;19579.0;205.0;3261.0;24454.0;15:15;15:30;2024-04-15 15:15:00+02:00;1713186900.0;2024-04-15 15:30:00+02:00;1713187800.0
15:30 - 15:45;4329.0;3250.0;;2749.0;1258.0;368.0;;;20.0;614.0;3241.0;1959.0;75.0;;;160.0;64.0;18726.0;206.0;3364.0;24598.0;15:30;15:45;2024-04-15 15:30:00+02:00;1713187800.0;2024-04-15 15:45:00+02:00;1713188700.0
15:45 - 16:00;4347.0;3287.0;;2756.0;1265.0;368.0;;;20.0;481.0;3266.0;1955.0;46.0;;;161.0;70.0;17478.0;206.0;3140.0;25138.0;15:45;16:00;2024-04-15 15:45:00+02:00;1713188700.0;2024-04-15 16:00:00+02:00;1713189600.0
16:00 - 16:15;4366.0;3486.0;;2703.0;1280.0;368.0;;;20.0;119.0;4151.0;1953.0;34.0;;;167.0;70.0;16126.0;208.0;2709.0;25362.0;16:00;16:15;2024-04-15 16:00:00+02:00;1713189600.0;2024-04-15 16:15:00+02:00;1713190500.0
16:15 - 16:30;4374.0;3487.0;;2694.0;1277.0;368.0;;;20.0;228.0;3086.0;1994.0;123.0;;;171.0;70.0;15179.0;209.0;2630.0;25493.0;16:15;16:30;2024-04-15 16:15:00+02:00;1713190500.0;2024-04-15 16:30:00+02:00;1713191400.0
16:30 - 16:45;4384.0;3646.0;;2732.0;1268.0;368.0;;;20.0;191.0;2363.0;2027.0;145.0;;;171.0;70.0;13872.0;209.0;3081.0;25691.0;16:30;16:45;2024-04-15 16:30:00+02:00;1713191400.0;2024-04-15 16:45:00+02:00;1713192300.0
16:45 - 17:00;4400.0;4173.0;;2742.0;1249.0;368.0;;;20.0;832.0;1434.0;2020.0;100.0;;;171.0;70.0;12500.0;208.0;3112.0;25559.0;16:45;17:00;2024-04-15 16:45:00+02:00;1713192300.0;2024-04-15 17:00:00+02:00;1713193200.0
17:00 - 17:15;4408.0;4409.0;;2995.0;1260.0;368.0;;;20.0;161.0;2269.0;2014.0;103.0;;;176.0;70.0;11184.0;210.0;3365.0;25472.0;17:00;17:15;2024-04-15 17:00:00+02:00;1713193200.0;2024-04-15 17:15:00+02:00;1713194100.0
17:15 - 17:30;4419.0;4817.0;;3166.0;1268.0;368.0;;;20.0;398.0;778.0;1992.0;227.0;;;178.0;70.0;9817.0;206.0;3495.0;25271.0;17:15;17:30;2024-04-15 17:15:00+02:00;1713194100.0;2024-04-15 17:30:00+02:00;1713195000.0
17:30 - 17:45;4435.0;5155.0;;3172.0;1265.0;368.0;;;20.0;2176.0;262.0;1992.0;258.0;;;179.0;70.0;8320.0;205.0;3531.0;25278.0;17:30;17:45;2024-04-15 17:30:00+02:00;1713195000.0;2024-04-15 17:45:00+02:00;1713195900.0
17:45 - 18:00;4456.0;5472.0;;3234.0;1273.0;368.0;;;20.0;3783.0;232.0;2000.0;313.0;;;184.0;70.0;7093.0;201.0;3599.0;24679.0;17:45;18:00;2024-04-15 17:45:00+02:00;1713195900.0;2024-04-15 18:00:00+02:00;1713196800.0
18:00 - 18:15;4477.0;5777.0;;3379.0;1324.0;368.0;;;20.0;1706.0;349.0;1997.0;82.0;;;186.0;71.0;5906.0;203.0;3818.0;24167.0;18:00;18:15;2024-04-15 18:00:00+02:00;1713196800.0;2024-04-15 18:15:00+02:00;1713197700.0
18:15 - 18:30;4497.0;6166.0;;3408.0;1366.0;368.0;;;20.0;2492.0;267.0;1996.0;169.0;;;189.0;71.0;4796.0;205.0;3852.0;23870.0;18:15;18:30;2024-04-15 18:15:00+02:00;1713197700.0;2024-04-15 18:30:00+02:00;1713198600.0
18:30 - 18:45;4504.0;6318.0;;3406.0;1391.0;368.0;;;20.0;4423.0;144.0;1997.0;118.0;;;190.0;71.0;3788.0;208.0;3891.0;23674.0;18:30;18:45;2024-04-15 18:30:00+02:00;1713198600.0;2024-04-15 18:45:00+02:00;1713199500.0
18:45 - 19:00;4507.0;6282.0;;3407.0;1403.0;368.0;;;20.0;5736.0;93.0;1991.0;123.0;;;192.0;71.0;2927.0;204.0;3960.0;23937.0;18:45;19:00;2024-04-15 18:45:00+02:00;1713199500.0;2024-04-15 19:00:00+02:00;1713200400.0
19:00 - 19:15;4517.0;6289.0;;3543.0;1443.0;368.0;;;20.0;5339.0;60.0;1988.0;192.0;;;197.0;71.0;1997.0;206.0;3926.0;24416.0;19:00;19:15;2024-04-15 19:00:00+02:00;1713200400.0;2024-04-15 19:15:00+02:00;1713201300.0
19:15 - 19:30;4517.0;6320.0;;3684.0;1466.0;368.0;;;20.0;5309.0;204.0;1990.0;291.0;;;199.0;71.0;1250.0;203.0;4060.0;24777.0;19:15;19:30;2024-04-15 19:15:00+02:00;1713201300.0;2024-04-15 19:30:00+02:00;1713202200.0
19:30 - 19:45;4515.0;6302.0;;3757.0;1490.0;368.0;;;20.0;5397.0;241.0;1986.0;271.0;;;199.0;71.0;722.0;205.0;4165.0;25687.0;19:30;19:45;2024-04-15 19:30:00+02:00;1713202200.0;2024-04-15 19:45:00+02:00;1713203100.0
19:45 - 20:00;4508.0;6144.0;;4013.0;1538.0;368.0;;;20.0;5119.0;36.0;1991.0;178.0;;;199.0;71.0;314.0;203.0;4232.0;26016.0;19:45;20:00;2024-04-15 19:45:00+02:00;1713203100.0;2024-04-15 20:00:00+02:00;1713204000.0
20:00 - 20:15;4499.0;6165.0;;3912.0;1544.0;368.0;;;20.0;5829.0;73.0;1991.0;116.0;;;191.0;71.0;89.0;200.0;4060.0;26634.0;20:00;20:15;2024-04-15 20:00:00+02:00;1713204000.0;2024-04-15 20:15:00+02:00;1713204900.0
20:15 - 20:30;4491.0;6006.0;;3905.0;1552.0;368.0;;;20.0;4816.0;212.0;1991.0;257.0;;;188.0;71.0;22.0;200.0;3922.0;27493.0;20:15;20:30;2024-04-15 20:15:00+02:00;1713204900.0;2024-04-15 20:30:00+02:00;1713205800.0
20:30 - 20:45;4487.0;5826.0;;3860.0;1536.0;368.0;;;20.0;3734.0;327.0;1991.0;98.0;;;188.0;71.0;1.0;201.0;3887.0;27590.0;20:30;20:45;2024-04-15 20:30:00+02:00;1713205800.0;2024-04-15 20:45:00+02:00;1713206700.0
20:45 - 21:00;4464.0;5339.0;;3933.0;1525.0;368.0;;;20.0;3020.0;344.0;1996.0;84.0;;;188.0;71.0;0.0;203.0;3786.0;27864.0;20:45;21:00;2024-04-15 20:45:00+02:00;1713206700.0;2024-04-15 21:00:00+02:00;1713207600.0
21:00 - 21:15;4454.0;4955.0;;3778.0;1476.0;368.0;;;20.0;5380.0;22.0;1995.0;189.0;;;178.0;71.0;0.0;201.0;3630.0;27996.0;21:00;21:15;2024-04-15 21:00:00+02:00;1713207600.0;2024-04-15 21:15:00+02:00;1713208500.0
21:15 - 21:30;4437.0;4600.0;;3771.0;1483.0;368.0;;;20.0;4198.0;18.0;1996.0;126.0;;;173.0;71.0;0.0;202.0;3695.0;28762.0;21:15;21:30;2024-04-15 21:15:00+02:00;1713208500.0;2024-04-15 21:30:00+02:00;1713209400.0
21:30 - 21:45;4437.0;4448.0;;3827.0;1473.0;368.0;;;20.0;2580.0;152.0;2000.0;67.0;;;173.0;71.0;0.0;199.0;3654.0;29775.0;21:30;21:45;2024-04-15 21:30:00+02:00;1713209400.0;2024-04-15 21:45:00+02:00;1713210300.0
21:45 - 22:00;4396.0;4478.0;;3818.0;1465.0;368.0;;;20.0;1300.0;607.0;2000.0;65.0;;;173.0;71.0;0.0;197.0;3641.0;29965.0;21:45;22:00;2024-04-15 21:45:00+02:00;1713210300.0;2024-04-15 22:00:00+02:00;1713211200.0
22:00 - 22:15;4393.0;4437.0;;3558.0;1394.0;368.0;;;20.0;2874.0;136.0;2003.0;144.0;;;173.0;71.0;0.0;197.0;3636.0;29587.0;22:00;22:15;2024-04-15 22:00:00+02:00;1713211200.0;2024-04-15 22:15:00+02:00;1713212100.0
22:15 - 22:30;4393.0;4319.0;;3522.0;1343.0;368.0;;;20.0;746.0;411.0;2006.0;85.0;;;173.0;71.0;0.0;197.0;3611.0;30180.0;22:15;22:30;2024-04-15 22:15:00+02:00;1713212100.0;2024-04-15 22:30:00+02:00;1713213000.0
22:30 - 22:45;4382.0;4246.0;;3547.0;1309.0;368.0;;;20.0;296.0;1509.0;2012.0;163.0;;;173.0;71.0;0.0;198.0;3617.0;30930.0;22:30;22:45;2024-04-15 22:30:00+02:00;1713213000.0;2024-04-15 22:45:00+02:00;1713213900.0
22:45 - 23:00;4369.0;4183.0;;3534.0;1305.0;368.0;;;20.0;171.0;2472.0;2014.0;104.0;;;172.0;71.0;0.0;197.0;3645.0;31435.0;22:45;23:00;2024-04-15 22:45:00+02:00;1713213900.0;2024-04-15 23:00:00+02:00;1713214800.0
23:00 - 23:15;4362.0;4081.0;;3384.0;1239.0;368.0;;;20.0;571.0;1414.0;2013.0;180.0;;;167.0;71.0;0.0;199.0;3459.0;32099.0;23:00;23:15;2024-04-15 23:00:00+02:00;1713214800.0;2024-04-15 23:15:00+02:00;1713215700.0
23:15 - 23:30;4361.0;3974.0;;3506.0;1221.0;368.0;;;20.0;305.0;1844.0;2016.0;75.0;;;167.0;71.0;0.0;203.0;3436.0;32788.0;23:15;23:30;2024-04-15 23:15:00+02:00;1713215700.0;2024-04-15 23:30:00+02:00;1713216600.0
23:30 - 23:45;4359.0;3922.0;;3440.0;1265.0;368.0;;;20.0;169.0;3188.0;2021.0;67.0;;;167.0;71.0;0.0;199.0;3374.0;32874.0;23:30;23:45;2024-04-15 23:30:00+02:00;1713216600.0;2024-04-15 23:45:00+02:00;1713217500.0
23:45 - 00:00;4342.0;3931.0;;3351.0;1319.0;368.0;;;20.0;85.0;4563.0;2025.0;50.0;;;166.0;71.0;0.0;199.0;3459.0;33159.0;23:45;00:00;2024-04-15 23:45:00+02:00;1713217500.0;2024-04-15 00:00:00+02:00;1713132000.0
00:00 - 00:15;4332.0;3569.0;;3136.0;1349.0;371.0;;;20.0;9.0;5051.0;2026.0;70.0;;;154.0;68.0;0.0;196.0;3314.0;33384.0;00:00;00:15;2024-04-16 00:00:00+02:00;1713218400.0;2024-04-16 00:15:00+02:00;1713219300.0
00:15 - 00:30;4321.0;3487.0;;3007.0;1359.0;371.0;;;20.0;4.0;5953.0;2027.0;42.0;;;145.0;68.0;0.0;198.0;3292.0;33780.0;00:15;00:30;2024-04-16 00:15:00+02:00;1713219300.0;2024-04-16 00:30:00+02:00;1713220200.0
00:30 - 00:45;4323.0;3443.0;;2969.0;1338.0;371.0;;;20.0;5.0;6366.0;2028.0;41.0;;;145.0;68.0;0.0;196.0;3013.0;33938.0;00:30;00:45;2024-04-16 00:30:00+02:00;1713220200.0;2024-04-16 00:45:00+02:00;1713221100.0
00:45 - 01:00;4331.0;3450.0;;2968.0;1338.0;371.0;;;20.0;60.0;6279.0;2025.0;59.0;;;145.0;68.0;0.0;201.0;3200.0;33830.0;00:45;01:00;2024-04-16 00:45:00+02:00;1713221100.0;2024-04-16 01:00:00+02:00;1713222000.0
01:00 - 01:15;4338.0;3364.0;;2727.0;1323.0;371.0;;;20.0;36.0;6128.0;2019.0;39.0;;;145.0;68.0;0.0;212.0;3302.0;33773.0;01:00;01:15;2024-04-16 01:00:00+02:00;1713222000.0;2024-04-16 01:15:00+02:00;1713222900.0
01:15 - 01:30;4359.0;3374.0;;2493.0;1315.0;371.0;;;20.0;42.0;6377.0;2016.0;39.0;;;145.0;68.0;0.0;212.0;3451.0;33865.0;01:15;01:30;2024-04-16 01:15:00+02:00;1713222900.0;2024-04-16 01:30:00+02:00;1713223800.0
01:30 - 01:45;4360.0;3388.0;;2426.0;1315.0;371.0;;;20.0;30.0;6316.0;2019.0;39.0;;;145.0;68.0;0.0;212.0;3355.0;33531.0;01:30;01:45;2024-04-16 01:30:00+02:00;1713223800.0;2024-04-16 01:45:00+02:00;1713224700.0
01:45 - 02:00;4335.0;3394.0;;2440.0;1312.0;371.0;;;20.0;80.0;6309.0;2022.0;39.0;;;145.0;68.0;0.0;211.0;3212.0;32964.0;01:45;02:00;2024-04-16 01:45:00+02:00;1713224700.0;2024-04-16 02:00:00+02:00;1713225600.0
02:00 - 02:15;4312.0;3285.0;;2442.0;1274.0;371.0;;;20.0;96.0;6291.0;2023.0;39.0;;;145.0;68.0;0.0;211.0;3342.0;32938.0;02:00;02:15;2024-04-16 02:00:00+02:00;1713225600.0;2024-04-16 02:15:00+02:00;1713226500.0
02:15 - 02:30;4344.0;3256.0;;2435.0;1217.0;371.0;;;20.0;156.0;5678.0;2024.0;49.0;;;145.0;68.0;0.0;209.0;3106.0;32507.0;02:15;02:30;2024-04-16 02:15:00+02:00;1713226500.0;2024-04-16 02:30:00+02:00;1713227400.0
02:30 - 02:45;4353.0;3275.0;;2439.0;1169.0;371.0;;;20.0;101.0;4986.0;2024.0;52.0;;;145.0;68.0;0.0;214.0;2723.0;31946.0;02:30;02:45;2024-04-16 02:30:00+02:00;1713227400.0;2024-04-16 02:45:00+02:00;1713228300.0
02:45 - 03:00;4350.0;3309.0;;2452.0;1119.0;371.0;;;20.0;181.0;4917.0;2023.0;55.0;;;145.0;68.0;0.0;201.0;2660.0;31307.0;02:45;03:00;2024-04-16 02:45:00+02:00;1713228300.0;2024-04-16 03:00:00+02:00;1713229200.0
03:00 - 03:15;4345.0;3343.0;;2532.0;1084.0;371.0;;;20.0;109.0;5348.0;2017.0;57.0;;;154.0;68.0;0.0;193.0;2280.0;31329.0;03:00;03:15;2024-04-16 03:00:00+02:00;1713229200.0;2024-04-16 03:15:00+02:00;1713230100.0
03:15 - 03:30;4347.0;3341.0;;2574.0;1062.0;371.0;;;20.0;54.0;5747.0;2015.0;43.0;;;163.0;68.0;0.0;193.0;1803.0;31214.0;03:15;03:30;2024-04-16 03:15:00+02:00;1713230100.0;2024-04-16 03:30:00+02:00;1713231000.0
03:30 - 03:45;4359.0;3368.0;;2585.0;914.0;371.0;;;20.0;134.0;5748.0;2012.0;44.0;;;163.0;68.0;0.0;195.0;1728.0;31045.0;03:30;03:45;2024-04-16 03:30:00+02:00;1713231000.0;2024-04-16 03:45:00+02:00;1713231900.0
03:45 - 04:00;4368.0;3365.0;;2580.0;925.0;371.0;;;20.0;218.0;5410.0;2011.0;84.0;;;164.0;68.0;0.0;197.0;1545.0;31056.0;03:45;04:00;2024-04-16 03:45:00+02:00;1713231900.0;2024-04-16 04:00:00+02:00;1713232800.0
04:00 - 04:15;4389.0;3465.0;;2671.0;957.0;371.0;;;20.0;66.0;5284.0;2012.0;65.0;;;171.0;68.0;0.0;193.0;1255.0;30709.0;04:00;04:15;2024-04-16 04:00:00+02:00;1713232800.0;2024-04-16 04:15:00+02:00;1713233700.0
04:15 - 04:30;4398.0;3490.0;;2692.0;979.0;371.0;;;20.0;105.0;4713.0;2012.0;89.0;;;173.0;68.0;0.0;190.0;967.0;30443.0;04:15;04:30;2024-04-16 04:15:00+02:00;1713233700.0;2024-04-16 04:30:00+02:00;1713234600.0
04:30 - 04:45;4404.0;3490.0;;2664.0;1010.0;371.0;;;20.0;250.0;3824.0;2014.0;48.0;;;173.0;68.0;0.0;196.0;915.0;30161.0;04:30;04:45;2024-04-16 04:30:00+02:00;1713234600.0;2024-04-16 04:45:00+02:00;1713235500.0
04:45 - 05:00;4403.0;3813.0;;2704.0;1052.0;371.0;;;20.0;387.0;2984.0;2011.0;127.0;;;173.0;68.0;0.0;195.0;870.0;29613.0;04:45;05:00;2024-04-16 04:45:00+02:00;1713235500.0;2024-04-16 05:00:00+02:00;1713236400.0
05:00 - 05:15;4411.0;4476.0;;3089.0;1131.0;371.0;;;20.0;76.0;1963.0;2009.0;47.0;;;182.0;68.0;0.0;192.0;958.0;29263.0;05:00;05:15;2024-04-16 05:00:00+02:00;1713236400.0;2024-04-16 05:15:00+02:00;1713237300.0
05:15 - 05:30;4423.0;4571.0;;3267.0;1193.0;371.0;;;20.0;135.0;2041.0;2002.0;49.0;;;184.0;68.0;0.0;194.0;861.0;28908.0;05:15;05:30;2024-04-16 05:15:00+02:00;1713237300.0;2024-04-16 05:30:00+02:00;1713238200.0
05:30 - 05:45;4429.0;5077.0;;3294.0;1284.0;371.0;;;20.0;643.0;999.0;1995.0;110.0;;;184.0;68.0;0.0;197.0;812.0;28281.0;05:30;05:45;2024-04-16 05:30:00+02:00;1713238200.0;2024-04-16 05:45:00+02:00;1713239100.0
05:45 - 06:00;4441.0;5422.0;;3338.0;1353.0;371.0;;;20.0;1480.0;626.0;1992.0;297.0;;;185.0;68.0;3.0;196.0;771.0;27880.0;05:45;06:00;2024-04-16 05:45:00+02:00;1713239100.0;2024-04-16 06:00:00+02:00;1713240000.0
06:00 - 06:15;4480.0;5613.0;;3421.0;1495.0;371.0;;;20.0;887.0;742.0;1996.0;100.0;;;194.0;68.0;11.0;197.0;801.0;28206.0;06:00;06:15;2024-04-16 06:00:00+02:00;1713240000.0;2024-04-16 06:15:00+02:00;1713240900.0
06:15 - 06:30;4505.0;5935.0;;3475.0;1607.0;371.0;;;20.0;1830.0;202.0;1993.0;160.0;;;196.0;68.0;82.0;196.0;871.0;28150.0;06:15;06:30;2024-04-16 06:15:00+02:00;1713240900.0;2024-04-16 06:30:00+02:00;1713241800.0
06:30 - 06:45;4522.0;6143.0;;3496.0;1697.0;371.0;;;20.0;3652.0;202.0;1992.0;185.0;;;195.0;68.0;240.0;195.0;1062.0;27582.0;06:30;06:45;2024-04-16 06:30:00+02:00;1713241800.0;2024-04-16 06:45:00+02:00;1713242700.0
06:45 - 07:00;4524.0;6251.0;;3532.0;1734.0;371.0;;;20.0;4891.0;199.0;1992.0;153.0;;;190.0;68.0;641.0;196.0;1215.0;27194.0;06:45;07:00;2024-04-16 06:45:00+02:00;1713242700.0;2024-04-16 07:00:00+02:00;1713243600.0
07:00 - 07:15;4533.0;6247.0;;3542.0;1784.0;371.0;;;20.0;4180.0;168.0;1982.0;121.0;;;178.0;68.0;1257.0;193.0;1351.0;26940.0;07:00;07:15;2024-04-16 07:00:00+02:00;1713243600.0;2024-04-16 07:15:00+02:00;1713244500.0
07:15 - 07:30;4533.0;6161.0;;3572.0;1757.0;371.0;;;20.0;4916.0;36.0;1968.0;251.0;;;177.0;68.0;2082.0;195.0;1485.0;26831.0;07:15;07:30;2024-04-16 07:15:00+02:00;1713244500.0;2024-04-16 07:30:00+02:00;1713245400.0
07:30 - 07:45;4540.0;6150.0;;3570.0;1748.0;371.0;;;20.0;4993.0;38.0;1972.0;198.0;;;177.0;68.0;3126.0;198.0;1617.0;26595.0;07:30;07:45;2024-04-16 07:30:00+02:00;1713245400.0;2024-04-16 07:45:00+02:00;1713246300.0
07:45 - 08:00;4537.0;6119.0;;3577.0;1748.0;371.0;;;20.0;4262.0;43.0;1981.0;165.0;;;177.0;68.0;4278.0;196.0;1641.0;26435.0;07:45;08:00;2024-04-16 07:45:00+02:00;1713246300.0;2024-04-16 08:00:00+02:00;1713247200.0
08:00 - 08:15;4542.0;6049.0;;3509.0;1809.0;371.0;;;20.0;4530.0;27.0;1984.0;289.0;;;167.0;68.0;5609.0;197.0;1729.0;26613.0;08:00;08:15;2024-04-16 08:00:00+02:00;1713247200.0;2024-04-16 08:15:00+02:00;1713248100.0
08:15 - 08:30;4543.0;6004.0;;3363.0;1848.0;371.0;;;20.0;3371.0;45.0;1990.0;259.0;;;158.0;68.0;6923.0;196.0;1906.0;26858.0;08:15;08:30;2024-04-16 08:15:00+02:00;1713248100.0;2024-04-16 08:30:00+02:00;1713249000.0
08:30 - 08:45;4547.0;5895.0;;3281.0;1898.0;371.0;;;20.0;1881.0;37.0;1996.0;254.0;;;158.0;79.0;8171.0;192.0;2021.0;26970.0;08:30;08:45;2024-04-16 08:30:00+02:00;1713249000.0;2024-04-16 08:45:00+02:00;1713249900.0
08:45 - 09:00;4527.0;5804.0;;3299.0;1950.0;371.0;;;20.0;1461.0;279.0;1999.0;112.0;;;158.0;79.0;9286.0;194.0;2103.0;26900.0;08:45;09:00;2024-04-16 08:45:00+02:00;1713249900.0;2024-04-16 09:00:00+02:00;1713250800.0
09:00 - 09:15;4528.0;5638.0;;3316.0;1945.0;371.0;;;20.0;3964.0;33.0;2005.0;262.0;;;149.0;79.0;10319.0;193.0;2159.0;26581.0;09:00;09:15;2024-04-16 09:00:00+02:00;1713250800.0;2024-04-16 09:15:00+02:00;1713251700.0
09:15 - 09:30;4515.0;5617.0;;3262.0;1951.0;371.0;;;20.0;2694.0;36.0;2008.0;242.0;;;147.0;79.0;11440.0;190.0;2279.0;25723.0;09:15;09:30;2024-04-16 09:15:00+02:00;1713251700.0;2024-04-16 09:30:00+02:00;1713252600.0
09:30 - 09:45;4507.0;5588.0;;3214.0;1962.0;371.0;;;20.0;2404.0;40.0;2017.0;169.0;;;147.0;89.0;12768.0;193.0;2336.0;25377.0;09:30;09:45;2024-04-16 09:30:00+02:00;1713252600.0;2024-04-16 09:45:00+02:00;1713253500.0
09:45 - 10:00;4478.0;5496.0;;3221.0;1949.0;371.0;;;20.0;2044.0;45.0;2023.0;138.0;;;147.0;89.0;13951.0;191.0;2520.0;25037.0;09:45;10:00;2024-04-16 09:45:00+02:00;1713253500.0;2024-04-16 10:00:00+02:00;1713254400.0
10:00 - 10:15;4464.0;5417.0;;3033.0;1955.0;371.0;;;20.0;1579.0;49.0;2024.0;205.0;;;155.0;89.0;15138.0;190.0;1993.0;24548.0;10:00;10:15;2024-04-16 10:00:00+02:00;1713254400.0;2024-04-16 10:15:00+02:00;1713255300.0
10:15 - 10:30;4438.0;5365.0;;3233.0;1950.0;371.0;;;20.0;1052.0;584.0;2025.0;222.0;;;168.0;89.0;16152.0;192.0;2144.0;24142.0;10:15;10:30;2024-04-16 10:15:00+02:00;1713255300.0;2024-04-16 10:30:00+02:00;1713256200.0
10:30 - 10:45;4432.0;5303.0;;3190.0;1965.0;371.0;;;20.0;819.0;1275.0;2031.0;131.0;;;169.0;89.0;17018.0;197.0;2514.0;23746.0;10:30;10:45;2024-04-16 10:30:00+02:00;1713256200.0;2024-04-16 10:45:00+02:00;1713257100.0
