timestamp;datetime;emission_gr_kWh
1713007800;2024-04-13 13:30:00+02:00;173.354
1713008700;2024-04-13 13:45:00+02:00;176.766
1713009600;2024-04-13 14:00:00+02:00;176.533
1713010500;2024-04-13 14:15:00+02:00;178.529
1713011400;2024-04-13 14:30:00+02:00;180.8
1713012300;2024-04-13 14:45:00+02:00;179.248
1713013200;2024-04-13 15:00:00+02:00;181.876
1713014100;2024-04-13 15:15:00+02:00;179.55
1713015000;2024-04-13 15:30:00+02:00;175.673
1713015900;2024-04-13 15:45:00+02:00;169.101
1713016800;2024-04-13 16:00:00+02:00;167.162
1713017700;2024-04-13 16:15:00+02:00;163.303
1713018600;2024-04-13 16:30:00+02:00;161.71
1713019500;2024-04-13 16:45:00+02:00;165.156
1713020400;2024-04-13 17:00:00+02:00;165.654
1713021300;2024-04-13 17:15:00+02:00;169.511
1713022200;2024-04-13 17:30:00+02:00;174.348
1713023100;2024-04-13 17:45:00+02:00;176.52
1713024000;2024-04-13 18:00:00+02:00;180.678
1713024900;2024-04-13 18:15:00+02:00;181.234
1713025800;2024-04-13 18:30:00+02:00;182.338
1713026700;2024-04-13 18:45:00+02:00;188.252
1713027600;2024-04-13 19:00:00+02:00;189.894
1713028500;2024-04-13 19:15:00+02:00;195.566
1713029400;2024-04-13 19:30:00+02:00;195.652
1713030300;2024-04-13 19:45:00+02:00;197.295
1713031200;2024-04-13 20:00:00+02:00;211.149
1713032100;2024-04-13 20:15:00+02:00;211.211
1713033000;2024-04-13 20:30:00+02:00;208.935
1713033900;2024-04-13 20:45:00+02:00;197.253
1713034800;2024-04-13 21:00:00+02:00;176.098
1713035700;2024-04-13 21:15:00+02:00;164.821
1713036600;2024-04-13 21:30:00+02:00;164.956
1713037500;2024-04-13 21:45:00+02:00;165.33
1713038400;2024-04-13 22:00:00+02:00;156.332
1713039300;2024-04-13 22:15:00+02:00;154.052
1713040200;2024-04-13 22:30:00+02:00;156.309
1713041100;2024-04-13 22:45:00+02:00;157.476
1713042000;2024-04-13 23:00:00+02:00;151.872
1713042900;2024-04-13 23:15:00+02:00;149.586
1713043800;2024-04-13 23:30:00+02:00;152.165
1713044700;2024-04-13 23:45:00+02:00;149.501
1713045600;2024-04-14 00:00:00+02:00;148.805
1713046500;2024-04-14 00:15:00+02:00;147.973
1713047400;2024-04-14 00:30:00+02:00;147.535
1713048300;2024-04-14 00:45:00+02:00;148.058
1713049200;2024-04-14 01:00:00+02:00;151.713
1713050100;2024-04-14 01:15:00+02:00;151.36
1713051000;2024-04-14 01:30:00+02:00;150.902
1713051900;2024-04-14 01:45:00+02:00;151.407
1713052800;2024-04-14 02:00:00+02:00;150.006
1713053700;2024-04-14 02:15:00+02:00;151.558
1713054600;2024-04-14 02:30:00+02:00;152.543
1713055500;2024-04-14 02:45:00+02:00;155.636
1713056400;2024-04-14 03:00:00+02:00;154.27
1713057300;2024-04-14 03:15:00+02:00;156.153
1713058200;2024-04-14 03:30:00+02:00;160.165
1713059100;2024-04-14 03:45:00+02:00;161.681
1713060000;2024-04-14 04:00:00+02:00;159.28
1713060900;2024-04-14 04:15:00+02:00;160.597
1713061800;2024-04-14 04:30:00+02:00;165.523
1713062700;2024-04-14 04:45:00+02:00;168.222
1713063600;2024-04-14 05:00:00+02:00;168.474
1713064500;2024-04-14 05:15:00+02:00;171.85
1713065400;2024-04-14 05:30:00+02:00;170.029
1713066300;2024-04-14 05:45:00+02:00;169.645
1713067200;2024-04-14 06:00:00+02:00;169.847
1713068100;2024-04-14 06:15:00+02:00;169.189
1713069000;2024-04-14 06:30:00+02:00;172.081
1713069900;2024-04-14 06:45:00+02:00;174.257
1713070800;2024-04-14 07:00:00+02:00;166.427
1713071700;2024-04-14 07:15:00+02:00;167.907
1713072600;2024-04-14 07:30:00+02:00;168.938
1713073500;2024-04-14 07:45:00+02:00;167.721
1713074400;2024-04-14 08:00:00+02:00;161.62
1713075300;2024-04-14 08:15:00+02:00;158.316
1713076200;2024-04-14 08:30:00+02:00;159.909
1713077100;2024-04-14 08:45:00+02:00;157.086
1713078000;2024-04-14 09:00:00+02:00;153.691
1713078900;2024-04-14 09:15:00+02:00;148.749
1713079800;2024-04-14 09:30:00+02:00;149.013
1713080700;2024-04-14 09:45:00+02:00;150.791
1713081600;2024-04-14 10:00:00+02:00;154.298
1713082500;2024-04-14 10:15:00+02:00;152.726
1713083400;2024-04-14 10:30:00+02:00;153.598
1713084300;2024-04-14 10:45:00+02:00;157.094
1713085200;2024-04-14 11:00:00+02:00;155.781
1713086100;2024-04-14 11:15:00+02:00;154.152
1713087000;2024-04-14 11:30:00+02:00;154.684
1713087900;2024-04-14 11:45:00+02:00;156.113
1713088800;2024-04-14 12:00:00+02:00;158.125
1713089700;2024-04-14 12:15:00+02:00;161.519
1713090600;2024-04-14 12:30:00+02:00;163.045
1713091500;2024-04-14 12:45:00+02:00;164.059
1713092400;2024-04-14 13:00:00+02:00;164.74
1713093300;2024-04-14 13:15:00+02:00;166.819
1713094200;2024-04-14 13:30:00+02:00;168.339
1713095100;2024-04-14 13:45:00+02:00;169.714
1713096000;2024-04-14 14:00:00+02:00;170.169
1713096900;2024-04-14 14:15:00+02:00;169.596
1713097800;2024-04-14 14:30:00+02:00;169.918
1713098700;2024-04-14 14:45:00+02:00;169.658
1713099600;2024-04-14 15:00:00+02:00;168.526
1713100500;2024-04-14 15:15:00+02:00;165.963
1713101400;2024-04-14 15:30:00+02:00;167.431
1713102300;2024-04-14 15:45:00+02:00;164.031
1713103200;2024-04-14 16:00:00+02:00;163.086
1713104100;2024-04-14 16:15:00+02:00;156.955
1713105000;2024-04-14 16:30:00+02:00;157.556
1713105900;2024-04-14 16:45:00+02:00;161.776
1713106800;2024-04-14 17:00:00+02:00;166.651
1713107700;2024-04-14 17:15:00+02:00;166.775
1713108600;2024-04-14 17:30:00+02:00;171.106
1713109500;2024-04-14 17:45:00+02:00;174.966
1713110400;2024-04-14 18:00:00+02:00;191.145
1713111300;2024-04-14 18:15:00+02:00;197.554
1713112200;2024-04-14 18:30:00+02:00;211.401
1713113100;2024-04-14 18:45:00+02:00;227.08
1713114000;2024-04-14 19:00:00+02:00;248.466
1713114900;2024-04-14 19:15:00+02:00;272.119
1713115800;2024-04-14 19:30:00+02:00;281.721
1713116700;2024-04-14 19:45:00+02:00;290.147
1713117600;2024-04-14 20:00:00+02:00;296.756
1713118500;2024-04-14 20:15:00+02:00;308.715
1713119400;2024-04-14 20:30:00+02:00;310.14
1713120300;2024-04-14 20:45:00+02:00;316.288
1713121200;2024-04-14 21:00:00+02:00;331.091
1713122100;2024-04-14 21:15:00+02:00;343.483
1713123000;2024-04-14 21:30:00+02:00;359.72
1713123900;2024-04-14 21:45:00+02:00;370.825
1713124800;2024-04-14 22:00:00+02:00;375.22
1713125700;2024-04-14 22:15:00+02:00;382.345
1713126600;2024-04-14 22:30:00+02:00;391.933
1713127500;2024-04-14 22:45:00+02:00;393.416
1713128400;2024-04-14 23:00:00+02:00;380.187
1713129300;2024-04-14 23:15:00+02:00;392.27
1713130200;2024-04-14 23:30:00+02:00;398.31
1713131100;2024-04-14 23:45:00+02:00;409.962
1713132000;2024-04-15 00:00:00+02:00;424.239
1713132900;2024-04-15 00:15:00+02:00;432.454
1713133800;2024-04-15 00:30:00+02:00;433.153
1713134700;2024-04-15 00:45:00+02:00;432.143
1713135600;2024-04-15 01:00:00+02:00;429.767
1713136500;2024-04-15 01:15:00+02:00;418.087
1713137400;2024-04-15 01:30:00+02:00;407.346
1713138300;2024-04-15 01:45:00+02:00;402.631
1713139200;2024-04-15 02:00:00+02:00;402.283
1713140100;2024-04-15 02:15:00+02:00;394.217
1713141000;2024-04-15 02:30:00+02:00;387.281
1713141900;2024-04-15 02:45:00+02:00;379.48
1713142800;2024-04-15 03:00:00+02:00;379.059
1713143700;2024-04-15 03:15:00+02:00;367.2
1713144600;2024-04-15 03:30:00+02:00;356.764
1713145500;2024-04-15 03:45:00+02:00;348.55
1713146400;2024-04-15 04:00:00+02:00;353.884
1713147300;2024-04-15 04:15:00+02:00;355.773
1713148200;2024-04-15 04:30:00+02:00;356.317
1713149100;2024-04-15 04:45:00+02:00;354.81
1713150000;2024-04-15 05:00:00+02:00;361.646
1713150900;2024-04-15 05:15:00+02:00;365.64
1713151800;2024-04-15 05:30:00+02:00;374.915
1713152700;2024-04-15 05:45:00+02:00;373.296
1713153600;2024-04-15 06:00:00+02:00;367.734
1713154500;2024-04-15 06:15:00+02:00;350.715
1713155400;2024-04-15 06:30:00+02:00;334.947
1713156300;2024-04-15 06:45:00+02:00;328.649
1713157200;2024-04-15 07:00:00+02:00;331.608
1713158100;2024-04-15 07:15:00+02:00;329.453
1713159000;2024-04-15 07:30:00+02:00;329.985
1713159900;2024-04-15 07:45:00+02:00;327.888
1713160800;2024-04-15 08:00:00+02:00;323.608
1713161700;2024-04-15 08:15:00+02:00;321.348
1713162600;2024-04-15 08:30:00+02:00;322.991
1713163500;2024-04-15 08:45:00+02:00;325.472
1713164400;2024-04-15 09:00:00+02:00;304.367
1713165300;2024-04-15 09:15:00+02:00;298.273
1713166200;2024-04-15 09:30:00+02:00;298.902
1713167100;2024-04-15 09:45:00+02:00;289.542
1713168000;2024-04-15 10:00:00+02:00;269.138
1713168900;2024-04-15 10:15:00+02:00;262.36
1713169800;2024-04-15 10:30:00+02:00;260.936
1713170700;2024-04-15 10:45:00+02:00;251.28
1713171600;2024-04-15 11:00:00+02:00;230.571
1713172500;2024-04-15 11:15:00+02:00;219.819
1713173400;2024-04-15 11:30:00+02:00;201.355
1713174300;2024-04-15 11:45:00+02:00;192.419
1713175200;2024-04-15 12:00:00+02:00;185.93
1713176100;2024-04-15 12:15:00+02:00;175.02
1713177000;2024-04-15 12:30:00+02:00;169.33
1713177900;2024-04-15 12:45:00+02:00;167.538
1713178800;2024-04-15 13:00:00+02:00;166.735
1713179700;2024-04-15 13:15:00+02:00;163.72
1713180600;2024-04-15 13:30:00+02:00;161.271
1713181500;2024-04-15 13:45:00+02:00;160.379
1713182400;2024-04-15 14:00:00+02:00;158.159
1713183300;2024-04-15 14:15:00+02:00;156.099
1713184200;2024-04-15 14:30:00+02:00;154.657
1713185100;2024-04-15 14:45:00+02:00;156.444
1713186000;2024-04-15 15:00:00+02:00;158.589
1713186900;2024-04-15 15:15:00+02:00;157.67
1713187800;2024-04-15 15:30:00+02:00;158.29
1713188700;2024-04-15 15:45:00+02:00;158.805
1713189600;2024-04-15 16:00:00+02:00;161.733
1713190500;2024-04-15 16:15:00+02:00;163.604
1713191400;2024-04-15 16:30:00+02:00;166.496
1713192300;2024-04-15 16:45:00+02:00;176.594
1713193200;2024-04-15 17:00:00+02:00;181.36
1713194100;2024-04-15 17:15:00+02:00;193.146
1713195000;2024-04-15 17:30:00+02:00;196.272
1713195900;2024-04-15 17:45:00+02:00;199.98
1713196800;2024-04-15 18:00:00+02:00;215.551
1713197700;2024-04-15 18:15:00+02:00;222.638
1713198600;2024-04-15 18:30:00+02:00;221.422
1713199500;2024-04-15 18:45:00+02:00;216.56
1713200400;2024-04-15 19:00:00+02:00;218.338
1713201300;2024-04-15 19:15:00+02:00;217.913
1713202200;2024-04-15 19:30:00+02:00;214.614
1713203100;2024-04-15 19:45:00+02:00;214.217
1713204000;2024-04-15 20:00:00+02:00;210.724
1713204900;2024-04-15 20:15:00+02:00;207.944
1713205800;2024-04-15 20:30:00+02:00;207.977
1713206700;2024-04-15 20:45:00+02:00;201.262
1713207600;2024-04-15 21:00:00+02:00;187.059
1713208500;2024-04-15 21:15:00+02:00;181.664
1713209400;2024-04-15 21:30:00+02:00;180.151
1713210300;2024-04-15 21:45:00+02:00;182.263
1713211200;2024-04-15 22:00:00+02:00;177.555
1713212100;2024-04-15 22:15:00+02:00;178.062
1713213000;2024-04-15 22:30:00+02:00;171.92
1713213900;2024-04-15 22:45:00+02:00;167.028
1713214800;2024-04-15 23:00:00+02:00;163.788
1713215700;2024-04-15 23:15:00+02:00;160.074
1713216600;2024-04-15 23:30:00+02:00;156.585
1713217500;2024-04-15 23:45:00+02:00;153.264
1713218400;2024-04-16 00:00:00+02:00;145.424
1713219300;2024-04-16 00:15:00+02:00;141.016
1713220200;2024-04-16 00:30:00+02:00;139.364
1713221100;2024-04-16 00:45:00+02:00;139.353
1713222000;2024-04-16 01:00:00+02:00;136.994
1713222900;2024-04-16 01:15:00+02:00;135.118
1713223800;2024-04-16 01:30:00+02:00;136.164
1713224700;2024-04-16 01:45:00+02:00;137.782
1713225600;2024-04-16 02:00:00+02:00;135.115
1713226500;2024-04-16 02:15:00+02:00;136.428
1713227400;2024-04-16 02:30:00+02:00;139.926
1713228300;2024-04-16 02:45:00+02:00;141.628
1713229200;2024-04-16 03:00:00+02:00;142.321
1713230100;2024-04-16 03:15:00+02:00;143.046
1713231000;2024-04-16 03:30:00+02:00;142.108
1713231900;2024-04-16 03:45:00+02:00;143.107
1713232800;2024-04-16 04:00:00+02:00;148.245
1713233700;2024-04-16 04:15:00+02:00;151.864
1713234600;2024-04-16 04:30:00+02:00;155.077
1713235500;2024-04-16 04:45:00+02:00;165.742
1713236400;2024-04-16 05:00:00+02:00;186.71
1713237300;2024-04-16 05:15:00+02:00;191.434
1713238200;2024-04-16 05:30:00+02:00;207.049
1713239100;2024-04-16 05:45:00+02:00;214.235
1713240000;2024-04-16 06:00:00+02:00;221.006
1713240900;2024-04-16 06:15:00+02:00;226.619
1713241800;2024-04-16 06:30:00+02:00;225.818
1713242700;2024-04-16 06:45:00+02:00;224.161
1713243600;2024-04-16 07:00:00+02:00;227.093
1713244500;2024-04-16 07:15:00+02:00;221.47
1713245400;2024-04-16 07:30:00+02:00;220.001
1713246300;2024-04-16 07:45:00+02:00;220.965
1713247200;2024-04-16 08:00:00+02:00;216.294
1713248100;2024-04-16 08:15:00+02:00;216.103
1713249000;2024-04-16 08:30:00+02:00;217.002
1713249900;2024-04-16 08:45:00+02:00;215.732
1713250800;2024-04-16 09:00:00+02:00;205.709
1713251700;2024-04-16 09:15:00+02:00;210.219
1713252600;2024-04-16 09:30:00+02:00;210.253
1713253500;2024-04-16 09:45:00+02:00;209.055
1713254400;2024-04-16 10:00:00+02:00;210.619
1713255300;2024-04-16 10:15:00+02:00;209.984
1713256200;2024-04-16 10:30:00+02:00;207.221
1713257100;2024-04-16 10:45:00+02:00;205.227
1713258000;2024-04-16 11:00:00+02:00;201.388
1713258900;2024-04-16 11:15:00+02:00;196.126
1713259800;2024-04-16 11:30:00+02:00;201.992
1713260700;2024-04-16 11:45:00+02:00;202.572
1713261600;2024-04-16 12:00:00+02:00;195.031
1713262500;2024-04-16 12:15:00+02:00;201.161
1713263400;2024-04-16 12:30:00+02:00;202.052
1713264300;2024-04-16 12:45:00+02:00;201.882
1713265200;2024-04-16 13:00:00+02:00;200.452
1713266100;2024-04-16 13:15:00+02:00;201.448
1713267000;2024-04-16 13:30:00+02:00;198.819
1713267900;2024-04-16 13:45:00+02:00;196.912
1713268800;2024-04-16 14:00:00+02:00;191.038
1713269700;2024-04-16 14:15:00+02:00;190.624
1713270600;2024-04-16 14:30:00+02:00;188.577
1713271500;2024-04-16 14:45:00+02:00;192.493
1713272400;2024-04-16 15:00:00+02:00;200.327
1713273300;2024-04-16 15:15:00+02:00;198.01
1713274200;2024-04-16 15:30:00+02:00;184.725
1713275100;2024-04-16 15:45:00+02:00;185.714
1713276000;2024-04-16 16:00:00+02:00;202.683
1713276900;2024-04-16 16:15:00+02:00;241.616
1713277800;2024-04-16 16:30:00+02:00;258.479
1713278700;2024-04-16 16:45:00+02:00;271.072
1713279600;2024-04-16 17:00:00+02:00;274.124
1713280500;2024-04-16 17:15:00+02:00;246.181
1713281400;2024-04-16 17:30:00+02:00;296.497
1713282300;2024-04-16 17:45:00+02:00;305.529
1713283200;2024-04-16 18:00:00+02:00;317.32
1713284100;2024-04-16 18:15:00+02:00;333.121
1713285000;2024-04-16 18:30:00+02:00;346.201
1713285900;2024-04-16 18:45:00+02:00;351.312
1713286800;2024-04-16 19:00:00+02:00;360.029
1713287700;2024-04-16 19:15:00+02:00;358.601
1713288600;2024-04-16 19:30:00+02:00;358.052
1713289500;2024-04-16 19:45:00+02:00;363.321
1713290400;2024-04-16 20:00:00+02:00;374.973
1713291300;2024-04-16 20:15:00+02:00;378.418
1713292200;2024-04-16 20:30:00+02:00;384.652
1713293100;2024-04-16 20:45:00+02:00;387.497
1713294000;2024-04-16 21:00:00+02:00;386.049
1713294900;2024-04-16 21:15:00+02:00;395.005
1713295800;2024-04-16 21:30:00+02:00;406.84
1713296700;2024-04-16 21:45:00+02:00;411.189
1713297600;2024-04-16 22:00:00+02:00;410.223
1713298500;2024-04-16 22:15:00+02:00;416.784
1713299400;2024-04-16 22:30:00+02:00;426.949
1713300300;2024-04-16 22:45:00+02:00;432.357
1713301200;2024-04-16 23:00:00+02:00;442.404
1713302100;2024-04-16 23:15:00+02:00;439.027
1713303000;2024-04-16 23:30:00+02:00;440.149
1713303900;2024-04-16 23:45:00+02:00;437.281
1713304800;2024-04-17 00:00:00+02:00;430.126
1713305700;2024-04-17 00:15:00+02:00;426.833
1713306600;2024-04-17 00:30:00+02:00;432.737
1713307500;2024-04-17 00:45:00+02:00;436.862
1713308400;2024-04-17 01:00:00+02:00;425.67
1713309300;2024-04-17 01:15:00+02:00;425.266
1713310200;2024-04-17 01:30:00+02:00;432.709
1713311100;2024-04-17 01:45:00+02:00;437.824
1713312000;2024-04-17 02:00:00+02:00;438.127
1713312900;2024-04-17 02:15:00+02:00;437.072
1713313800;2024-04-17 02:30:00+02:00;436.102
1713314700;2024-04-17 02:45:00+02:00;435.688
1713315600;2024-04-17 03:00:00+02:00;431.555
1713316500;2024-04-17 03:15:00+02:00;433.989
1713317400;2024-04-17 03:30:00+02:00;433.395
1713318300;2024-04-17 03:45:00+02:00;437.541
1713319200;2024-04-17 04:00:00+02:00;441.526
1713320100;2024-04-17 04:15:00+02:00;449.596
1713321000;2024-04-17 04:30:00+02:00;454.641
1713321900;2024-04-17 04:45:00+02:00;468.217
1713322800;2024-04-17 05:00:00+02:00;488.184
1713323700;2024-04-17 05:15:00+02:00;496.722
1713324600;2024-04-17 05:30:00+02:00;505.419
1713325500;2024-04-17 05:45:00+02:00;514.207
1713326400;2024-04-17 06:00:00+02:00;499.358
1713327300;2024-04-17 06:15:00+02:00;490.242
1713328200;2024-04-17 06:30:00+02:00;480.771
1713329100;2024-04-17 06:45:00+02:00;475.232
1713330000;2024-04-17 07:00:00+02:00;485.124
1713330900;2024-04-17 07:15:00+02:00;470.688
1713331800;2024-04-17 07:30:00+02:00;469.368
1713332700;2024-04-17 07:45:00+02:00;473.403
1713333600;2024-04-17 08:00:00+02:00;478.035
1713334500;2024-04-17 08:15:00+02:00;473.283
1713335400;2024-04-17 08:30:00+02:00;472.784
1713336300;2024-04-17 08:45:00+02:00;481.068
1713337200;2024-04-17 09:00:00+02:00;461.438
1713338100;2024-04-17 09:15:00+02:00;461.883
1713339000;2024-04-17 09:30:00+02:00;458.072
1713339900;2024-04-17 09:45:00+02:00;450.508
1713340800;2024-04-17 10:00:00+02:00;436.49
1713341700;2024-04-17 10:15:00+02:00;460.322
1713342600;2024-04-17 10:30:00+02:00;425.4
1713343500;2024-04-17 10:45:00+02:00;412.124
1713344400;2024-04-17 11:00:00+02:00;399.764
1713345300;2024-04-17 11:15:00+02:00;389.671
1713346200;2024-04-17 11:30:00+02:00;379.192
1713347100;2024-04-17 11:45:00+02:00;370.84
1713348000;2024-04-17 12:00:00+02:00;360.64
1713348900;2024-04-17 12:15:00+02:00;349.428
1713349800;2024-04-17 12:30:00+02:00;338.234
1713350700;2024-04-17 12:45:00+02:00;330.511
1713351600;2024-04-17 13:00:00+02:00;326.411
1713352500;2024-04-17 13:15:00+02:00;327.325
1713353400;2024-04-17 13:30:00+02:00;321.752
1713354300;2024-04-17 13:45:00+02:00;316.384
1713355200;2024-04-17 14:00:00+02:00;312.736
1713356100;2024-04-17 14:15:00+02:00;315.14
1713357000;2024-04-17 14:30:00+02:00;4.0
1713357900;2024-04-17 14:45:00+02:00;
1713358800;2024-04-17 15:00:00+02:00;
1713359700;2024-04-17 15:15:00+02:00;
1713360600;2024-04-17 15:30:00+02:00;
1713361500;2024-04-17 15:45:00+02:00;
1713362400;2024-04-17 16:00:00+02:00;
1713363300;2024-04-17 16:15:00+02:00;
1713364200;2024-04-17 16:30:00+02:00;
1713365100;2024-04-17 16:45:00+02:00;
1713366000;2024-04-17 17:00:00+02:00;
1713366900;2024-04-17 17:15:00+02:00;
1713367800;2024-04-17 17:30:00+02:00;
1713368700;2024-04-17 17:45:00+02:00;
1713369600;2024-04-17 18:00:00+02:00;
1713370500;2024-04-17 18:15:00+02:00;
1713371400;2024-04-17 18:30:00+02:00;
1713372300;2024-04-17 18:45:00+02:00;
1713373200;2024-04-17 19:00:00+02:00;
1713374100;2024-04-17 19:15:00+02:00;
1713375000;2024-04-17 19:30:00+02:00;
1713375900;2024-04-17 19:45:00+02:00;
1713376800;2024-04-17 20:00:00+02:00;
1713377700;2024-04-17 20:15:00+02:00;
1713378600;2024-04-17 20:30:00+02:00;
1713379500;2024-04-17 20:45:00+02:00;
1713380400;2024-04-17 21:00:00+02:00;
1713381300;2024-04-17 21:15:00+02:00;
1713382200;2024-04-17 21:30:00+02:00;
1713383100;2024-04-17 21:45:00+02:00;
1713384000;2024-04-17 22:00:00+02:00;
1713384900;2024-04-17 22:15:00+02:00;
1713385800;2024-04-17 22:30:00+02:00;
1713386700;2024-04-17 22:45:00+02:00;
1713387600;2024-04-17 23:00:00+02:00;
1713388500;2024-04-17 23:15:00+02:00;
1713389400;2024-04-17 23:30:00+02:00;
1713390300;2024-04-17 23:45:00+02:00;
