MTU;Biomass;Fossil Brown coal/Lignite;Fossil Coal-derived gas;Fossil Gas;Fossil Hard coal;Fossil Oil;Fossil Oil shale;Fossil Peat;Geothermal;Hydro Pumped Storage;Hydro Pumped Storage.1;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Other renewable;Solar;Waste;Wind Offshore;Wind Onshore;start;end;start_datetime;start_unix_timestamp;end_datetime;end_unix_timestamp;Biomass_co2;Fossil Brown coal/Lignite_co2;Fossil Coal-derived gas_co2;Fossil Gas_co2;Fossil Hard coal_co2;Fossil Oil_co2;Fossil Oil shale_co2;Fossil Peat_co2;Geothermal_co2;Hydro Pumped Storage_co2;Hydro Pumped Storage.1_co2;Hydro Run-of-river and poundage_co2;Hydro Water Reservoir_co2;Marine_co2;Nuclear_co2;Other_co2;Other renewable_co2;Solar_co2;Waste_co2;Wind Offshore_co2;Wind Onshore_co2;totalEnergy_MWh;totalCO2_gr;emission_gr_kWh
17:30 - 17:45;4621.0;3639.0;;3090.0;1315.0;372.0;;;20.0;695.0;1861.0;1708.0;66.0;;;139.0;56.0;10857.0;475.0;5575.0;8280.0;17:30;17:45;2024-04-07 17:30:00+02:00;1712503800.0;2024-04-07 17:45:00+02:00;1712504700.0;265707500.0;1034385750.0;;294322500.0;280423750.0;79887000.0;;;190000.0;5560000.0;14888000.0;13664000.0;528000.0;;;6950000.0;350000.0;388137750.0;41562500.0;5575000.0;14490000.0;10692.25;2446621750.0;228.822
17:45 - 18:00;4633.0;4020.0;;3273.0;1368.0;372.0;;;20.0;1198.0;36.0;1697.0;82.0;;;139.0;56.0;8871.0;475.0;5483.0;7805.0;17:45;18:00;2024-04-07 17:45:00+02:00;1712504700.0;2024-04-07 18:00:00+02:00;1712505600.0;266397500.0;1142685000.0;;311753250.0;291726000.0;79887000.0;;;190000.0;9584000.0;288000.0;13576000.0;656000.0;;;6950000.0;350000.0;317138250.0;41562500.0;5483000.0;13658750.0;9882.0;2501885250.0;253.176
18:00 - 18:15;4648.0;4390.0;;3610.0;1395.0;372.0;;;20.0;151.0;2578.0;1687.0;81.0;;;139.0;56.0;6980.0;479.0;5003.0;6961.0;18:00;18:15;2024-04-07 18:00:00+02:00;1712505600.0;2024-04-07 18:15:00+02:00;1712506500.0;267260000.0;1247857500.0;;343852500.0;297483750.0;79887000.0;;;190000.0;1208000.0;20624000.0;13496000.0;648000.0;;;6950000.0;350000.0;249535000.0;41912500.0;5003000.0;12181750.0;9637.5;2588439000.0;268.58
18:15 - 18:30;4670.0;4728.0;;3646.0;1430.0;372.0;;;20.0;886.0;1779.0;1686.0;61.0;;;150.0;56.0;5253.0;472.0;4868.0;6267.0;18:15;18:30;2024-04-07 18:15:00+02:00;1712506500.0;2024-04-07 18:30:00+02:00;1712507400.0;268525000.0;1343934000.0;;347281500.0;304947500.0;79887000.0;;;190000.0;7088000.0;14232000.0;13488000.0;488000.0;;;7500000.0;350000.0;187794750.0;41300000.0;4868000.0;10967250.0;9086.0;2632841000.0;289.769
18:30 - 18:45;4687.0;5104.0;;3777.0;1461.0;372.0;;;20.0;2885.0;204.0;1687.0;106.0;;;158.0;56.0;3830.0;479.0;4752.0;5961.0;18:30;18:45;2024-04-07 18:30:00+02:00;1712507400.0;2024-04-07 18:45:00+02:00;1712508300.0;269502500.0;1450812000.0;;359759250.0;311558250.0;79887000.0;;;190000.0;23080000.0;1632000.0;13496000.0;848000.0;;;7900000.0;350000.0;136922500.0;41912500.0;4752000.0;10431750.0;8884.75;2713033750.0;305.358
18:45 - 19:00;4691.0;5432.0;;4063.0;1513.0;372.0;;;20.0;4819.0;5.0;1692.0;144.0;;;159.0;56.0;2665.0;485.0;4588.0;5493.0;18:45;19:00;2024-04-07 18:45:00+02:00;1712508300.0;2024-04-07 19:00:00+02:00;1712509200.0;269732500.0;1544046000.0;;387000750.0;322647250.0;79887000.0;;;190000.0;38552000.0;40000.0;13536000.0;1152000.0;;;7950000.0;350000.0;95273750.0;42437500.0;4588000.0;9612750.0;9049.25;2816995500.0;311.296
19:00 - 19:15;4695.0;5761.0;;4769.0;1575.0;372.0;;;20.0;6436.0;1.0;1696.0;162.0;;;173.0;56.0;1661.0;475.0;4578.0;5074.0;19:00;19:15;2024-04-07 19:00:00+02:00;1712509200.0;2024-04-07 19:15:00+02:00;1712510100.0;269962500.0;1637564250.0;;454247250.0;335868750.0;79887000.0;;;190000.0;51488000.0;8000.0;13568000.0;1296000.0;;;8650000.0;350000.0;59380750.0;41562500.0;4578000.0;8879500.0;9376.0;2967480500.0;316.497
19:15 - 19:30;4696.0;5825.0;;4996.0;1631.0;372.0;;;20.0;7365.0;0.0;1700.0;264.0;;;187.0;56.0;865.0;455.0;4421.0;4781.0;19:15;19:30;2024-04-07 19:15:00+02:00;1712510100.0;2024-04-07 19:30:00+02:00;1712511000.0;270020000.0;1655756250.0;;475869000.0;347810750.0;79887000.0;;;190000.0;58920000.0;0.0;13600000.0;2112000.0;;;9350000.0;350000.0;30923750.0;39812500.0;4421000.0;8366750.0;9408.5;2997389000.0;318.583
19:30 - 19:45;4707.0;5850.0;;5422.0;1631.0;372.0;;;20.0;7873.0;0.0;1700.0;376.0;;;188.0;56.0;331.0;480.0;4311.0;4807.0;19:30;19:45;2024-04-07 19:30:00+02:00;1712511000.0;2024-04-07 19:45:00+02:00;1712511900.0;270652500.0;1662862500.0;;516445500.0;347810750.0;79887000.0;;;190000.0;62984000.0;0.0;13600000.0;3008000.0;;;9400000.0;350000.0;11833250.0;42000000.0;4311000.0;8412250.0;9531.0;3033746750.0;318.303
19:45 - 20:00;4706.0;5948.0;;5655.0;1629.0;372.0;;;20.0;7983.0;1.0;1701.0;465.0;;;189.0;56.0;97.0;478.0;4273.0;4763.0;19:45;20:00;2024-04-07 19:45:00+02:00;1712511900.0;2024-04-07 20:00:00+02:00;1712512800.0;270595000.0;1690719000.0;;538638750.0;347384250.0;79887000.0;;;190000.0;63864000.0;8000.0;13608000.0;3720000.0;;;9450000.0;350000.0;3467750.0;41825000.0;4273000.0;8335250.0;9584.0;3076315000.0;320.984
20:00 - 20:15;4711.0;5995.0;;5812.0;1615.0;372.0;;;20.0;7255.0;1.0;1704.0;358.0;;;188.0;56.0;22.0;474.0;4224.0;4795.0;20:00;20:15;2024-04-07 20:00:00+02:00;1712512800.0;2024-04-07 20:15:00+02:00;1712513700.0;270882500.0;1704078750.0;;553593000.0;344398750.0;79887000.0;;;190000.0;58040000.0;8000.0;13632000.0;2864000.0;;;9400000.0;350000.0;786500.0;41475000.0;4224000.0;8391250.0;9400.5;3092200750.0;328.94
20:15 - 20:30;4686.0;6041.0;;5985.0;1619.0;372.0;;;20.0;7057.0;1.0;1705.0;268.0;;;188.0;56.0;1.0;471.0;4170.0;4867.0;20:15;20:30;2024-04-07 20:15:00+02:00;1712513700.0;2024-04-07 20:30:00+02:00;1712514600.0;269445000.0;1717154250.0;;570071250.0;345251750.0;79887000.0;;;190000.0;56456000.0;8000.0;13640000.0;2144000.0;;;9400000.0;350000.0;35750.0;41212500.0;4170000.0;8517250.0;9376.75;3117932750.0;332.517
20:30 - 20:45;4666.0;6117.0;;5966.0;1616.0;372.0;;;20.0;5598.0;1.0;1707.0;246.0;;;181.0;56.0;0.0;473.0;4189.0;5279.0;20:30;20:45;2024-04-07 20:30:00+02:00;1712514600.0;2024-04-07 20:45:00+02:00;1712515500.0;268295000.0;1738757250.0;;568261500.0;344612000.0;79887000.0;;;190000.0;44784000.0;8000.0;13656000.0;1968000.0;;;9050000.0;350000.0;0.0;41387500.0;4189000.0;9238250.0;9121.75;3124633500.0;342.548
20:45 - 21:00;4671.0;6151.0;;5906.0;1592.0;372.0;;;20.0;4749.0;2.0;1712.0;263.0;;;181.0;56.0;0.0;469.0;4083.0;5794.0;20:45;21:00;2024-04-07 20:45:00+02:00;1712515500.0;2024-04-07 21:00:00+02:00;1712516400.0;268582500.0;1748421750.0;;562546500.0;339494000.0;79887000.0;;;190000.0;37992000.0;16000.0;13696000.0;2104000.0;;;9050000.0;350000.0;0.0;41037500.0;4083000.0;10139500.0;9005.25;3117589750.0;346.197
21:00 - 21:15;4668.0;6163.0;;5963.0;1615.0;372.0;;;20.0;6035.0;2.0;1714.0;225.0;;;181.0;56.0;0.0;467.0;4024.0;6070.0;21:00;21:15;2024-04-07 21:00:00+02:00;1712516400.0;2024-04-07 21:15:00+02:00;1712517300.0;268410000.0;1751832750.0;;567975750.0;344398750.0;79887000.0;;;190000.0;48280000.0;16000.0;13712000.0;1800000.0;;;9050000.0;350000.0;0.0;40862500.0;4024000.0;10622500.0;9393.75;3141411250.0;334.415
21:15 - 21:30;4619.0;6283.0;;5927.0;1591.0;372.0;;;20.0;4403.0;11.0;1716.0;230.0;;;181.0;56.0;0.0;468.0;3899.0;6482.0;21:15;21:30;2024-04-07 21:15:00+02:00;1712517300.0;2024-04-07 21:30:00+02:00;1712518200.0;265592500.0;1785942750.0;;564546750.0;339280750.0;79887000.0;;;190000.0;35224000.0;88000.0;13728000.0;1840000.0;;;9050000.0;350000.0;0.0;40950000.0;3899000.0;11343500.0;9064.5;3151912250.0;347.72
21:30 - 21:45;4607.0;6375.0;;5830.0;1592.0;372.0;;;20.0;2878.0;99.0;1723.0;219.0;;;180.0;56.0;0.0;471.0;3902.0;7047.0;21:30;21:45;2024-04-07 21:30:00+02:00;1712518200.0;2024-04-07 21:45:00+02:00;1712519100.0;264902500.0;1812093750.0;;555307500.0;339494000.0;79887000.0;;;190000.0;23024000.0;792000.0;13784000.0;1752000.0;;;9000000.0;350000.0;0.0;41212500.0;3902000.0;12332250.0;8842.75;3158023500.0;357.131
21:45 - 22:00;4615.0;6458.0;;5727.0;1584.0;372.0;;;20.0;2187.0;732.0;1727.0;273.0;;;170.0;56.0;0.0;469.0;3921.0;7459.0;21:45;22:00;2024-04-07 21:45:00+02:00;1712519100.0;2024-04-07 22:00:00+02:00;1712520000.0;265362500.0;1835686500.0;;545496750.0;337788000.0;79887000.0;;;190000.0;17496000.0;5856000.0;13816000.0;2184000.0;;;8500000.0;350000.0;0.0;41037500.0;3921000.0;13053250.0;8942.5;3170624500.0;354.557
22:00 - 22:15;4616.0;6653.0;;5749.0;1530.0;372.0;;;20.0;4537.0;308.0;1734.0;202.0;;;156.0;56.0;0.0;470.0;3998.0;7685.0;22:00;22:15;2024-04-07 22:00:00+02:00;1712520000.0;2024-04-07 22:15:00+02:00;1712520900.0;265420000.0;1891115250.0;;547592250.0;326272500.0;79887000.0;;;190000.0;36296000.0;2464000.0;13872000.0;1616000.0;;;7800000.0;350000.0;0.0;41125000.0;3998000.0;13448750.0;9521.5;3231446750.0;339.384
22:15 - 22:30;4494.0;6816.0;;5665.0;1534.0;372.0;;;20.0;3138.0;666.0;1727.0;231.0;;;151.0;56.0;0.0;474.0;3925.0;7960.0;22:15;22:30;2024-04-07 22:15:00+02:00;1712520900.0;2024-04-07 22:30:00+02:00;1712521800.0;258405000.0;1937448000.0;;539591250.0;327125500.0;79887000.0;;;190000.0;25104000.0;5328000.0;13816000.0;1848000.0;;;7550000.0;350000.0;0.0;41475000.0;3925000.0;13930000.0;9307.25;3255972750.0;349.832
22:30 - 22:45;4434.0;6739.0;;5538.0;1501.0;372.0;;;20.0;1849.0;1164.0;1725.0;165.0;;;151.0;56.0;0.0;473.0;4090.0;8332.0;22:30;22:45;2024-04-07 22:30:00+02:00;1712521800.0;2024-04-07 22:45:00+02:00;1712522700.0;254955000.0;1915560750.0;;527494500.0;320088250.0;79887000.0;;;190000.0;14792000.0;9312000.0;13800000.0;1320000.0;;;7550000.0;350000.0;0.0;41387500.0;4090000.0;14581000.0;9152.25;3205358000.0;350.226
22:45 - 23:00;4421.0;6692.0;;5378.0;1496.0;372.0;;;20.0;985.0;983.0;1726.0;55.0;;;151.0;56.0;0.0;473.0;4304.0;8776.0;22:45;23:00;2024-04-07 22:45:00+02:00;1712522700.0;2024-04-07 23:00:00+02:00;1712523600.0;254207500.0;1902201000.0;;512254500.0;319022000.0;79887000.0;;;190000.0;7880000.0;7864000.0;13808000.0;440000.0;;;7550000.0;350000.0;0.0;41387500.0;4304000.0;15358000.0;8972.0;3166703500.0;352.954
23:00 - 23:15;4404.0;6785.0;;4828.0;1425.0;372.0;;;20.0;2005.0;123.0;1728.0;115.0;;;146.0;56.0;0.0;473.0;4442.0;9114.0;23:00;23:15;2024-04-07 23:00:00+02:00;1712523600.0;2024-04-07 23:15:00+02:00;1712524500.0;253230000.0;1928636250.0;;459867000.0;303881250.0;79887000.0;;;190000.0;16040000.0;984000.0;13824000.0;920000.0;;;7300000.0;350000.0;0.0;41387500.0;4442000.0;15949500.0;9009.0;3126888500.0;347.085
23:15 - 23:30;4373.0;6876.0;;4645.0;1405.0;372.0;;;20.0;535.0;1262.0;1731.0;101.0;;;145.0;56.0;0.0;468.0;4495.0;9290.0;23:15;23:30;2024-04-07 23:15:00+02:00;1712524500.0;2024-04-07 23:30:00+02:00;1712525400.0;251447500.0;1954503000.0;;442436250.0;299616250.0;79887000.0;;;190000.0;4280000.0;10096000.0;13848000.0;808000.0;;;7250000.0;350000.0;0.0;40950000.0;4495000.0;16257500.0;8943.5;3126414500.0;349.574
23:30 - 23:45;4364.0;6707.0;;4239.0;1386.0;372.0;;;20.0;481.0;1062.0;1737.0;109.0;;;145.0;56.0;0.0;463.0;4680.0;9448.0;23:30;23:45;2024-04-07 23:30:00+02:00;1712525400.0;2024-04-07 23:45:00+02:00;1712526300.0;250930000.0;1906464750.0;;403764750.0;295564500.0;79887000.0;;;190000.0;3848000.0;8496000.0;13896000.0;872000.0;;;7250000.0;350000.0;0.0;40512500.0;4680000.0;16534000.0;8817.25;3033239500.0;344.012
23:45 - 00:00;4360.0;6882.0;;4209.0;1387.0;372.0;;;20.0;325.0;2190.0;1741.0;88.0;;;145.0;56.0;0.0;463.0;4907.0;9526.0;23:45;00:00;2024-04-07 23:45:00+02:00;1712526300.0;2024-04-07 00:00:00+02:00;1712440800.0;250700000.0;1956208500.0;;400907250.0;295777750.0;79887000.0;;;190000.0;2600000.0;17520000.0;13928000.0;704000.0;;;7250000.0;350000.0;0.0;40512500.0;4907000.0;16670500.0;9167.75;3088112500.0;336.845
00:00 - 00:15;4361.0;6928.0;;4074.0;1382.0;373.0;;;20.0;129.0;1224.0;1739.0;146.0;;;145.0;59.0;0.0;463.0;5018.0;9397.0;00:00;00:15;2024-04-08 00:00:00+02:00;1712527200.0;2024-04-08 00:15:00+02:00;1712528100.0;250757500.0;1969284000.0;;388048500.0;294711500.0;80101750.0;;;190000.0;1032000.0;9792000.0;13912000.0;1168000.0;;;7250000.0;368750.0;0.0;40512500.0;5018000.0;16444750.0;8864.5;3078591250.0;347.294
00:15 - 00:30;4344.0;6894.0;;3907.0;1379.0;373.0;;;20.0;24.0;2106.0;1741.0;73.0;;;145.0;59.0;0.0;461.0;4949.0;9285.0;00:15;00:30;2024-04-08 00:15:00+02:00;1712528100.0;2024-04-08 00:30:00+02:00;1712529000.0;249780000.0;1959619500.0;;372141750.0;294071750.0;80101750.0;;;190000.0;192000.0;16848000.0;13928000.0;584000.0;;;7250000.0;368750.0;0.0;40337500.0;4949000.0;16248750.0;8940.0;3056610750.0;341.903
00:30 - 00:45;4350.0;6684.0;;3828.0;1349.0;373.0;;;20.0;0.0;3188.0;1745.0;40.0;;;145.0;59.0;0.0;460.0;4968.0;9220.0;00:30;00:45;2024-04-08 00:30:00+02:00;1712529000.0;2024-04-08 00:45:00+02:00;1712529900.0;250125000.0;1899927000.0;;364617000.0;287674250.0;80101750.0;;;190000.0;0.0;25504000.0;13960000.0;320000.0;;;7250000.0;368750.0;0.0;40250000.0;4968000.0;16135000.0;9107.25;2991390750.0;328.463
00:45 - 01:00;4343.0;6359.0;;3787.0;1305.0;373.0;;;20.0;0.0;3177.0;1744.0;34.0;;;145.0;59.0;0.0;463.0;4890.0;8955.0;00:45;01:00;2024-04-08 00:45:00+02:00;1712529900.0;2024-04-08 01:00:00+02:00;1712530800.0;249722500.0;1807545750.0;;360711750.0;278291250.0;80101750.0;;;190000.0;0.0;25416000.0;13952000.0;272000.0;;;7250000.0;368750.0;0.0;40512500.0;4890000.0;15671250.0;8913.5;2884895500.0;323.655
01:00 - 01:15;4339.0;6195.0;;3981.0;1279.0;373.0;;;20.0;13.0;4038.0;1746.0;47.0;;;145.0;59.0;0.0;465.0;4809.0;8747.0;01:00;01:15;2024-04-08 01:00:00+02:00;1712530800.0;2024-04-08 01:15:00+02:00;1712531700.0;249492500.0;1760928750.0;;379190250.0;272746750.0;80101750.0;;;190000.0;104000.0;32304000.0;13968000.0;376000.0;;;7250000.0;368750.0;0.0;40687500.0;4809000.0;15307250.0;9064.0;2857824500.0;315.294
01:15 - 01:30;4346.0;6152.0;;4022.0;1271.0;373.0;;;20.0;60.0;4486.0;1750.0;36.0;;;145.0;55.0;0.0;467.0;4751.0;8628.0;01:15;01:30;2024-04-08 01:15:00+02:00;1712531700.0;2024-04-08 01:30:00+02:00;1712532600.0;249895000.0;1748706000.0;;383095500.0;271040750.0;80101750.0;;;190000.0;480000.0;35888000.0;14000000.0;288000.0;;;7250000.0;343750.0;0.0;40862500.0;4751000.0;15099000.0;9140.5;2851991250.0;312.017
01:30 - 01:45;4342.0;6225.0;;4057.0;1261.0;373.0;;;20.0;11.0;4602.0;1752.0;43.0;;;145.0;55.0;0.0;459.0;4619.0;8426.0;01:30;01:45;2024-04-08 01:30:00+02:00;1712532600.0;2024-04-08 01:45:00+02:00;1712533500.0;249665000.0;1769456250.0;;386429250.0;268908250.0;80101750.0;;;190000.0;88000.0;36816000.0;14016000.0;344000.0;;;7250000.0;343750.0;0.0;40162500.0;4619000.0;14745500.0;9097.5;2873135250.0;315.816
01:45 - 02:00;4349.0;6273.0;;4124.0;1257.0;373.0;;;20.0;0.0;4661.0;1751.0;37.0;;;145.0;55.0;0.0;468.0;4443.0;8384.0;01:45;02:00;2024-04-08 01:45:00+02:00;1712533500.0;2024-04-08 02:00:00+02:00;1712534400.0;250067500.0;1783100250.0;;392811000.0;268055250.0;80101750.0;;;190000.0;0.0;37288000.0;14008000.0;296000.0;;;7250000.0;343750.0;0.0;40950000.0;4443000.0;14672000.0;9085.0;2893576500.0;318.5
02:00 - 02:15;4350.0;6264.0;;4172.0;1268.0;373.0;;;20.0;113.0;4287.0;1751.0;108.0;;;144.0;55.0;0.0;473.0;4302.0;8011.0;02:00;02:15;2024-04-08 02:00:00+02:00;1712534400.0;2024-04-08 02:15:00+02:00;1712535300.0;250125000.0;1780542000.0;;397383000.0;270401000.0;80101750.0;;;190000.0;904000.0;34296000.0;14008000.0;864000.0;;;7200000.0;343750.0;0.0;41387500.0;4302000.0;14019250.0;8922.75;2896067250.0;324.571
02:15 - 02:30;4371.0;6297.0;;4152.0;1276.0;373.0;;;20.0;123.0;4360.0;1746.0;48.0;;;143.0;55.0;0.0;471.0;4221.0;7942.0;02:15;02:30;2024-04-08 02:15:00+02:00;1712535300.0;2024-04-08 02:30:00+02:00;1712536200.0;251332500.0;1789922250.0;;395478000.0;272107000.0;80101750.0;;;190000.0;984000.0;34880000.0;13968000.0;384000.0;;;7150000.0;343750.0;0.0;41212500.0;4221000.0;13898500.0;8899.5;2906173250.0;326.555
02:30 - 02:45;4382.0;6376.0;;4142.0;1287.0;373.0;;;20.0;140.0;4200.0;1743.0;47.0;;;143.0;55.0;0.0;465.0;3996.0;7581.0;02:30;02:45;2024-04-08 02:30:00+02:00;1712536200.0;2024-04-08 02:45:00+02:00;1712537100.0;251965000.0;1812378000.0;;394525500.0;274452750.0;80101750.0;;;190000.0;1120000.0;33600000.0;13944000.0;376000.0;;;7150000.0;343750.0;0.0;40687500.0;3996000.0;13266750.0;8737.5;2928097000.0;335.118
02:45 - 03:00;4377.0;6494.0;;4172.0;1287.0;373.0;;;20.0;176.0;4082.0;1741.0;83.0;;;143.0;55.0;0.0;467.0;3709.0;7198.0;02:45;03:00;2024-04-08 02:45:00+02:00;1712537100.0;2024-04-08 03:00:00+02:00;1712538000.0;251677500.0;1845919500.0;;397383000.0;274452750.0;80101750.0;;;190000.0;1408000.0;32656000.0;13928000.0;664000.0;;;7150000.0;343750.0;0.0;40862500.0;3709000.0;12596500.0;8594.25;2963042250.0;344.77
03:00 - 03:15;4390.0;6552.0;;4222.0;1290.0;373.0;;;20.0;216.0;3954.0;1742.0;99.0;;;143.0;55.0;0.0;475.0;3531.0;7035.0;03:00;03:15;2024-04-08 03:00:00+02:00;1712538000.0;2024-04-08 03:15:00+02:00;1712538900.0;252425000.0;1862406000.0;;402145500.0;275092500.0;80101750.0;;;190000.0;1728000.0;31632000.0;13936000.0;792000.0;;;7150000.0;343750.0;0.0;41562500.0;3531000.0;12311250.0;8524.25;2985347250.0;350.218
03:15 - 03:30;4411.0;6660.0;;4159.0;1295.0;373.0;;;20.0;92.0;3664.0;1746.0;94.0;;;143.0;55.0;0.0;473.0;3436.0;6740.0;03:15;03:30;2024-04-08 03:15:00+02:00;1712538900.0;2024-04-08 03:30:00+02:00;1712539800.0;253632500.0;1893105000.0;;396144750.0;276158750.0;80101750.0;;;190000.0;736000.0;29312000.0;13968000.0;752000.0;;;7150000.0;343750.0;0.0;41387500.0;3436000.0;11795000.0;8340.25;3008213000.0;360.686
03:30 - 03:45;4424.0;6860.0;;4160.0;1300.0;373.0;;;20.0;222.0;3653.0;1750.0;141.0;;;143.0;55.0;0.0;465.0;3373.0;6409.0;03:30;03:45;2024-04-08 03:30:00+02:00;1712539800.0;2024-04-08 03:45:00+02:00;1712540700.0;254380000.0;1949955000.0;;396240000.0;277225000.0;80101750.0;;;190000.0;1776000.0;29224000.0;14000000.0;1128000.0;;;7150000.0;343750.0;0.0;40687500.0;3373000.0;11215750.0;8337.0;3066989750.0;367.877
03:45 - 04:00;4437.0;7124.0;;4231.0;1307.0;373.0;;;20.0;299.0;3504.0;1753.0;118.0;;;143.0;55.0;0.0;467.0;3279.0;6210.0;03:45;04:00;2024-04-08 03:45:00+02:00;1712540700.0;2024-04-08 04:00:00+02:00;1712541600.0;255127500.0;2024997000.0;;403002750.0;278717750.0;80101750.0;;;190000.0;2392000.0;28032000.0;14024000.0;944000.0;;;7150000.0;343750.0;0.0;40862500.0;3279000.0;10867500.0;8330.0;3150031500.0;378.155
04:00 - 04:15;4437.0;7577.0;;4326.0;1310.0;373.0;;;20.0;123.0;2840.0;1758.0;52.0;;;143.0;55.0;0.0;465.0;3072.0;6046.0;04:00;04:15;2024-04-08 04:00:00+02:00;1712541600.0;2024-04-08 04:15:00+02:00;1712542500.0;255127500.0;2153762250.0;;412051500.0;279357500.0;80101750.0;;;190000.0;984000.0;22720000.0;14064000.0;416000.0;;;7150000.0;343750.0;0.0;40687500.0;3072000.0;10580500.0;8149.25;3280608250.0;402.566
04:15 - 04:30;4450.0;7457.0;;4312.0;1314.0;373.0;;;20.0;143.0;1667.0;1762.0;55.0;;;143.0;55.0;0.0;459.0;2884.0;5863.0;04:15;04:30;2024-04-08 04:15:00+02:00;1712542500.0;2024-04-08 04:30:00+02:00;1712543400.0;255875000.0;2119652250.0;;410718000.0;280210500.0;80101750.0;;;190000.0;1144000.0;13336000.0;14096000.0;440000.0;;;7150000.0;343750.0;0.0;40162500.0;2884000.0;10260250.0;7739.25;3236564000.0;418.201
04:30 - 04:45;4459.0;7470.0;;4539.0;1327.0;373.0;;;20.0;379.0;1697.0;1761.0;191.0;;;143.0;55.0;0.0;449.0;2722.0;5595.0;04:30;04:45;2024-04-08 04:30:00+02:00;1712543400.0;2024-04-08 04:45:00+02:00;1712544300.0;256392500.0;2123347500.0;;432339750.0;282982750.0;80101750.0;;;190000.0;3032000.0;13576000.0;14088000.0;1528000.0;;;7150000.0;343750.0;0.0;39287500.0;2722000.0;9791250.0;7795.0;3266872750.0;419.098
04:45 - 05:00;4459.0;7558.0;;4762.0;1566.0;373.0;;;20.0;494.0;1503.0;1757.0;187.0;;;143.0;55.0;0.0;459.0;2702.0;5298.0;04:45;05:00;2024-04-08 04:45:00+02:00;1712544300.0;2024-04-08 05:00:00+02:00;1712545200.0;256392500.0;2148361500.0;;453580500.0;333949500.0;80101750.0;;;190000.0;3952000.0;12024000.0;14056000.0;1496000.0;;;7150000.0;343750.0;0.0;40162500.0;2702000.0;9271500.0;7834.0;3363733500.0;429.376
05:00 - 05:15;4469.0;7709.0;;5507.0;1754.0;373.0;;;20.0;140.0;629.0;1754.0;56.0;;;147.0;55.0;0.0;463.0;2718.0;5257.0;05:00;05:15;2024-04-08 05:00:00+02:00;1712545200.0;2024-04-08 05:15:00+02:00;1712546100.0;256967500.0;2191283250.0;;524541750.0;374040500.0;80101750.0;;;190000.0;1120000.0;5032000.0;14032000.0;448000.0;;;7350000.0;343750.0;0.0;40512500.0;2718000.0;9199750.0;7762.75;3507880750.0;451.886
05:15 - 05:30;4465.0;7748.0;;5569.0;1768.0;373.0;;;20.0;403.0;144.0;1752.0;217.0;;;150.0;55.0;0.0;456.0;2775.0;5214.0;05:15;05:30;2024-04-08 05:15:00+02:00;1712546100.0;2024-04-08 05:30:00+02:00;1712547000.0;256737500.0;2202369000.0;;530447250.0;377026000.0;80101750.0;;;190000.0;3224000.0;1152000.0;14016000.0;1736000.0;;;7500000.0;343750.0;0.0;39900000.0;2775000.0;9124500.0;7777.25;3526642750.0;453.456
05:30 - 05:45;4471.0;7958.0;;5855.0;1893.0;373.0;;;20.0;1631.0;467.0;1753.0;293.0;;;151.0;55.0;0.0;462.0;2761.0;5292.0;05:30;05:45;2024-04-08 05:30:00+02:00;1712547000.0;2024-04-08 05:45:00+02:00;1712547900.0;257082500.0;2262061500.0;;557688750.0;403682250.0;80101750.0;;;190000.0;13048000.0;3736000.0;14024000.0;2344000.0;;;7550000.0;343750.0;0.0;40425000.0;2761000.0;9261000.0;8358.75;3654299500.0;437.183
05:45 - 06:00;4470.0;8055.0;;6245.0;2074.0;373.0;;;20.0;2050.0;89.0;1751.0;344.0;;;151.0;55.0;0.0;465.0;2682.0;5322.0;05:45;06:00;2024-04-08 05:45:00+02:00;1712547900.0;2024-04-08 06:00:00+02:00;1712548800.0;257025000.0;2289633750.0;;594836250.0;442280500.0;80101750.0;;;190000.0;16400000.0;712000.0;14008000.0;2752000.0;;;7550000.0;343750.0;0.0;40687500.0;2682000.0;9313500.0;8536.5;3758516000.0;440.288
06:00 - 06:15;4483.0;8111.0;;6807.0;2205.0;373.0;;;20.0;2427.0;234.0;1749.0;291.0;;;164.0;55.0;0.0;467.0;2507.0;5422.0;06:00;06:15;2024-04-08 06:00:00+02:00;1712548800.0;2024-04-08 06:15:00+02:00;1712549700.0;257772500.0;2305551750.0;;648366750.0;470216250.0;80101750.0;;;190000.0;19416000.0;1872000.0;13992000.0;2328000.0;;;8200000.0;343750.0;0.0;40862500.0;2507000.0;9488500.0;8828.75;3861208750.0;437.345
06:15 - 06:30;4490.0;8112.0;;6926.0;2593.0;373.0;;;20.0;3707.0;61.0;1756.0;346.0;;;173.0;55.0;1.0;475.0;2449.0;5681.0;06:15;06:30;2024-04-08 06:15:00+02:00;1712549700.0;2024-04-08 06:30:00+02:00;1712550600.0;258175000.0;2305836000.0;;659701500.0;552957250.0;80101750.0;;;190000.0;29656000.0;488000.0;14048000.0;2768000.0;;;8650000.0;343750.0;35750.0;41562500.0;2449000.0;9941750.0;9304.5;3966904250.0;426.343
