timestamp_readable;timestamp;smard_price_E_MWh;day_Ahead;awattar_price_E_MWh;stadtWerkeKarlsruhe_E_MWh;tibber_price_E_MWh
2024-03-31 22:00:00;1711922400000;49.95;True;227.04850000000002;357.8;244.25
2024-03-31 22:15:00;1711923300000;49.95;True;227.04850000000002;357.8;244.25
2024-03-31 22:30:00;1711924200000;49.95;True;227.04850000000002;357.8;244.25
2024-03-31 22:45:00;1711925100000;49.95;True;227.04850000000002;357.8;244.25
2024-03-31 23:00:00;1711926000000;48.98;True;226.04940000000002;357.8;243.28
2024-03-31 23:15:00;1711926900000;48.98;True;226.04940000000002;357.8;243.28
2024-03-31 23:30:00;1711927800000;48.98;True;226.04940000000002;357.8;243.28
2024-03-31 23:45:00;1711928700000;48.98;True;226.04940000000002;357.8;243.28
2024-04-01 00:00:00;1711929600000;46.06;True;223.04180000000002;357.8;240.36
2024-04-01 00:15:00;1711930500000;46.06;True;223.04180000000002;357.8;240.36
2024-04-01 00:30:00;1711931400000;46.06;True;223.04180000000002;357.8;240.36
2024-04-01 00:45:00;1711932300000;46.06;True;223.04180000000002;357.8;240.36
2024-04-01 01:00:00;1711933200000;43.58;True;220.4874;357.8;237.88
2024-04-01 01:15:00;1711934100000;43.58;True;220.4874;357.8;237.88
2024-04-01 01:30:00;1711935000000;43.58;True;220.4874;357.8;237.88
2024-04-01 01:45:00;1711935900000;43.58;True;220.4874;357.8;237.88
2024-04-01 02:00:00;1711936800000;49.4;True;226.48200000000003;357.8;243.70000000000002
2024-04-01 02:15:00;1711937700000;49.4;True;226.48200000000003;357.8;243.70000000000002
2024-04-01 02:30:00;1711938600000;49.4;True;226.48200000000003;357.8;243.70000000000002
2024-04-01 02:45:00;1711939500000;49.4;True;226.48200000000003;357.8;243.70000000000002
2024-04-01 03:00:00;1711940400000;52.35;True;229.52050000000003;357.8;246.65
2024-04-01 03:15:00;1711941300000;52.35;True;229.52050000000003;357.8;246.65
2024-04-01 03:30:00;1711942200000;52.35;True;229.52050000000003;357.8;246.65
2024-04-01 03:45:00;1711943100000;52.35;True;229.52050000000003;357.8;246.65
2024-04-01 04:00:00;1711944000000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 04:15:00;1711944900000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 04:30:00;1711945800000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 04:45:00;1711946700000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 05:00:00;1711947600000;64.49;True;242.02470000000002;357.8;258.79
2024-04-01 05:15:00;1711948500000;64.49;True;242.02470000000002;357.8;258.79
2024-04-01 05:30:00;1711949400000;64.49;True;242.02470000000002;357.8;258.79
2024-04-01 05:45:00;1711950300000;64.49;True;242.02470000000002;357.8;258.79
2024-04-01 06:00:00;1711951200000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 06:15:00;1711952100000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 06:30:00;1711953000000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 06:45:00;1711953900000;58.71;True;236.07130000000004;357.8;253.01000000000002
2024-04-01 07:00:00;1711954800000;60.89;True;238.3167;357.8;255.19
2024-04-01 07:15:00;1711955700000;60.89;True;238.3167;357.8;255.19
2024-04-01 07:30:00;1711956600000;60.89;True;238.3167;357.8;255.19
2024-04-01 07:45:00;1711957500000;60.89;True;238.3167;357.8;255.19
2024-04-01 08:00:00;1711958400000;54.36;True;231.59080000000003;357.8;248.66000000000003
2024-04-01 08:15:00;1711959300000;54.36;True;231.59080000000003;357.8;248.66000000000003
2024-04-01 08:30:00;1711960200000;54.36;True;231.59080000000003;357.8;248.66000000000003
2024-04-01 08:45:00;1711961100000;54.36;True;231.59080000000003;357.8;248.66000000000003
2024-04-01 09:00:00;1711962000000;35.39;True;212.0517;357.8;229.69
2024-04-01 09:15:00;1711962900000;35.39;True;212.0517;357.8;229.69
2024-04-01 09:30:00;1711963800000;35.39;True;212.0517;357.8;229.69
2024-04-01 09:45:00;1711964700000;35.39;True;212.0517;357.8;229.69
2024-04-01 10:00:00;1711965600000;13.04;True;189.0312;357.8;207.34
2024-04-01 10:15:00;1711966500000;13.04;True;189.0312;357.8;207.34
2024-04-01 10:30:00;1711967400000;13.04;True;189.0312;357.8;207.34
2024-04-01 10:45:00;1711968300000;13.04;True;189.0312;357.8;207.34
2024-04-01 11:00:00;1711969200000;0.03;True;175.63090000000003;357.8;194.33
2024-04-01 11:15:00;1711970100000;0.03;True;175.63090000000003;357.8;194.33
2024-04-01 11:30:00;1711971000000;0.03;True;175.63090000000003;357.8;194.33
2024-04-01 11:45:00;1711971900000;0.03;True;175.63090000000003;357.8;194.33
2024-04-01 12:00:00;1711972800000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 12:15:00;1711973700000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 12:30:00;1711974600000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 12:45:00;1711975500000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 13:00:00;1711976400000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 13:15:00;1711977300000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 13:30:00;1711978200000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 13:45:00;1711979100000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 14:00:00;1711980000000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 14:15:00;1711980900000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 14:30:00;1711981800000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 14:45:00;1711982700000;-0.01;True;175.58970000000002;357.8;194.29000000000002
2024-04-01 15:00:00;1711983600000;5.79;True;181.5637;357.8;200.09
2024-04-01 15:15:00;1711984500000;5.79;True;181.5637;357.8;200.09
2024-04-01 15:30:00;1711985400000;5.79;True;181.5637;357.8;200.09
2024-04-01 15:45:00;1711986300000;5.79;True;181.5637;357.8;200.09
2024-04-01 16:00:00;1711987200000;41.97;True;218.8291;357.8;236.27
2024-04-01 16:15:00;1711988100000;41.97;True;218.8291;357.8;236.27
2024-04-01 16:30:00;1711989000000;41.97;True;218.8291;357.8;236.27
2024-04-01 16:45:00;1711989900000;41.97;True;218.8291;357.8;236.27
2024-04-01 17:00:00;1711990800000;48.53;True;225.58590000000004;357.8;242.83
2024-04-01 17:15:00;1711991700000;48.53;True;225.58590000000004;357.8;242.83
2024-04-01 17:30:00;1711992600000;48.53;True;225.58590000000004;357.8;242.83
2024-04-01 17:45:00;1711993500000;48.53;True;225.58590000000004;357.8;242.83
2024-04-01 18:00:00;1711994400000;49.88;True;226.9764;357.8;244.18
2024-04-01 18:15:00;1711995300000;49.88;True;226.9764;357.8;244.18
2024-04-01 18:30:00;1711996200000;49.88;True;226.9764;357.8;244.18
2024-04-01 18:45:00;1711997100000;49.88;True;226.9764;357.8;244.18
2024-04-01 19:00:00;1711998000000;45.69;True;222.66070000000002;357.8;239.99
2024-04-01 19:15:00;1711998900000;45.69;True;222.66070000000002;357.8;239.99
